,name,student_body,median_parent_income,median_child_income,cost_of_attendance,pell_aid_per_student,institutional_grant_aid_avg,debt_median,student_income_10_years_median,clusters,cluster
3352,University of the Sciences,1626.0,95300,102700,50483.0,1165.37,15773.17,26934.5,91600.0,3,dark purple
3353,The University of the South,1616.0,174200,46600,47970.0,731.9861,13991.91,14474.0,45500.0,3,dark purple
3354,University of Toledo,15182.0,85200,41400,21480.0,1706.3470000000002,3811.28,12000.0,43800.0,1,pink
3355,University of Tulsa,3441.0,93600,46400,49323.0,634.6566,16720.35,19334.0,48500.0,1,pink
3356,University of Utah,22804.0,107400,41400,18931.0,1243.604,3700.97,11000.0,53000.0,1,pink
3357,University of Vermont,9958.0,120100,46700,28348.0,763.9577,8622.72,17000.0,47300.0,1,pink
3358,University of Virginia-Main Campus,15515.0,151000,71200,26063.0,488.6186,6144.8,16995.0,61200.0,3,dark purple
3359,The University of Virginia's College at Wise,1477.0,69900,38200,20095.0,1508.28,3243.24,11000.0,38400.0,2,purple
3360,University of Washington-Seattle Campus,29468.0,108100,57500,25637.0,1047.753,3846.06,12612.0,57700.0,1,pink
3361,University of Washington-Bothell Campus,4378.0,108100,57500,22747.0,1441.3670000000002,3013.0,12612.0,57700.0,1,pink
3362,University of Washington-Tacoma Campus,3788.0,108100,57500,22120.0,2005.862,3392.88,12612.0,57700.0,1,pink
3363,University of West Alabama,1916.0,60200,35800,17839.0,2267.125,1964.43,9500.0,37400.0,2,purple
3364,The University of West Florida,9794.0,79700,37500,17697.0,1568.4520000000002,1944.0,11000.0,38900.0,2,purple
3365,University of West Georgia,9982.0,85400,37500,20310.0,1922.02,1674.63,12000.0,38200.0,2,purple
3366,University of Wisconsin-Madison,29302.0,96100,44000,23839.0,578.8429,2588.4,20000.0,56200.0,1,pink
3367,University of Wisconsin-Milwaukee,21577.0,96100,44000,20715.0,1396.336,1453.5,14250.0,44200.0,1,pink
3368,University of Wisconsin Colleges,11530.0,96100,44000,13032.0,1238.46,440.58,5500.0,36000.0,2,purple
3369,University of Wisconsin-Green Bay,5674.0,96100,44000,17072.0,1203.731,2109.45,13500.0,40800.0,1,pink
3370,University of Wisconsin-Stout,8094.0,96100,44000,18461.0,1107.152,720.45,17111.0,45100.0,1,pink
3371,University of Wisconsin-Eau Claire,9987.0,96100,44000,18013.0,991.4879,519.35,16500.0,46200.0,1,pink
3372,University of Wisconsin-La Crosse,9492.0,96100,44000,17828.0,849.0357,476.8,17329.0,48000.0,1,pink
3373,University of Wisconsin-Oshkosh,10337.0,96100,44000,17260.0,1046.921,648.96,16599.5,42700.0,1,pink
3374,University of Wisconsin-Platteville,7888.0,96100,44000,17333.0,1155.017,467.36,14679.0,47300.0,1,pink
3375,University of Wisconsin-River Falls,5381.0,96100,44000,17182.0,1220.787,563.4,15750.0,40900.0,1,pink
3376,University of Wisconsin-Stevens Point,8880.0,96100,44000,16411.0,1301.08,667.5,17000.0,40200.0,1,pink
3377,University of Wisconsin-Superior,2353.0,96100,44000,16780.0,1616.888,2602.87,13037.0,36700.0,1,pink
3378,University of Wisconsin-Whitewater,10533.0,96100,44000,16950.0,1156.165,597.7,17500.0,42600.0,1,pink
3379,University of Wisconsin-Parkside,4274.0,96100,44000,15502.0,1683.5179999999998,724.22,11250.0,39900.0,1,pink
3380,University of Wyoming,9910.0,90100,45700,18145.0,988.1406,1549.22,10398.0,47300.0,1,pink
3381,Upper Iowa University,4304.0,62000,36900,35524.0,1492.6329999999998,10906.93,12399.0,42900.0,2,purple
3382,Urbana University,868.0,75500,38900,31686.0,1358.717,8193.35,14625.0,35200.0,2,purple
3383,Ursinus College,1656.0,103200,58500,58610.0,889.9595,20876.31,27000.0,55200.0,1,pink
3384,Ursuline College,694.0,75100,39300,37601.0,1615.9620000000002,12867.71,23286.0,47800.0,1,pink
3385,Cortiva Institute-Salt Lake,347.0,62300,16600,23854.0,2066.544,0.0,7917.0,26000.0,0,light pink
3387,Cortiva Institute-Las Vegas,435.0,62300,16600,22946.0,2108.6,0.0,7917.0,26000.0,0,light pink
3388,Cortiva Institute-Tempe,329.0,62300,16600,22902.0,2283.746,0.0,7917.0,26000.0,0,light pink
3389,Cortiva Institute-Phoenix,462.0,62300,16600,23096.0,1790.779,0.0,7917.0,26000.0,0,light pink
3390,Cortiva Institute-Westminster,176.0,62300,16600,23706.0,2192.523,0.0,7917.0,26000.0,0,light pink
3391,Cortiva Institute-Aurora,256.0,62300,16600,23161.0,2017.885,0.0,7917.0,26000.0,0,light pink
3392,Cortiva Institute-Dallas,324.0,62300,16600,21738.0,2351.055,0.0,7917.0,26000.0,0,light pink
3393,Cortiva Institute-Houston,350.0,62300,16600,21779.0,2514.194,0.0,7917.0,26000.0,0,light pink
3394,Utah State University,21087.0,91300,30100,16572.0,1548.042,3074.0,6500.0,43200.0,2,purple
3395,Utah Valley University,24546.0,89800,29300,12875.0,1772.276,1962.94,7308.0,43800.0,2,purple
3396,Utica College,2857.0,67500,47800,45579.0,1508.631,13750.68,17500.0,45300.0,1,pink
3397,Valdosta State University,9235.0,83400,37800,19838.0,1887.09,2891.79,14000.0,38700.0,2,purple
3398,Valencia College,37634.0,62000,29600,11021.0,1846.925,1208.0,4850.5,32600.0,2,purple
3399,Valley City State University,952.0,62700,41800,16643.0,991.6755,2081.64,10500.0,39300.0,2,purple
3400,Valparaiso University,3210.0,107000,51200,44674.0,1053.474,17032.5,23283.0,48500.0,1,pink
3401,Vance-Granville Community College,3062.0,43100,23800,10665.0,1862.627,362.88,5500.0,24200.0,0,light pink
3402,Vanderbilt University,6818.0,197900,72800,61112.0,567.9557,23726.16,12000.0,69000.0,3,dark purple
3403,Vanguard University of Southern California,1941.0,83200,32900,42756.0,1567.338,11988.52,18179.0,41800.0,1,pink
3404,Vassar College,2389.0,145100,46000,61320.0,929.6991,24405.57,15500.0,54600.0,3,dark purple
3405,Vatterott College-Spring Valley,145.0,48500,27200,22556.0,995.7315,69.48,14000.0,27000.0,0,light pink
3406,Vatterott College-Fairview Heights,556.0,48500,27200,22884.0,1498.724,0.0,14000.0,27000.0,0,light pink
3407,Vatterott College-Quincy,162.0,48500,27200,23142.0,978.8253,60.32,14097.5,25400.0,0,light pink
3408,L'Ecole Culinaire-Memphis,455.0,48500,27200,24935.0,1065.4160000000002,60.72,14097.5,25400.0,0,light pink
3409,Vatterott College-Berkeley,1417.0,48500,27200,23132.0,1482.694,54.99,13000.0,29200.0,0,light pink
3410,Vatterott College-Springfield,391.0,48500,27200,24286.0,1519.203,104.86,13000.0,29200.0,0,light pink
3411,Vatterott College-Joplin,319.0,48500,27200,23070.0,1252.239,91.8,13000.0,29200.0,0,light pink
3412,Vatterott College-Kansas City,490.0,48500,27200,23671.0,1045.595,44.28,13000.0,29200.0,0,light pink
3413,Vatterott College-Sunset Hills,580.0,48500,27200,22796.0,1044.537,120.9,13000.0,29200.0,0,light pink
3414,Vatterott College-Dividend,680.0,48500,27200,23211.0,1407.364,62.16,13000.0,29200.0,0,light pink
3415,Vatterott College-Tulsa,190.0,48500,27200,23454.0,859.9006,0.0,13000.0,29200.0,0,light pink
3416,Vatterott College-Wichita,189.0,48500,27200,23303.0,1027.474,93.1,13000.0,29200.0,0,light pink
3417,Vatterott College-Cleveland,224.0,48500,27200,23875.0,984.5793,44.01,13000.0,29200.0,0,light pink
3418,Vatterott College-St Charles,419.0,48500,27200,23643.0,1139.865,52.5,13000.0,29200.0,0,light pink
3420,Vatterott College-Des Moines,226.0,48500,27200,24112.0,1000.295,55.76,13000.0,24800.0,0,light pink
3421,Vatterott College-St Joseph,170.0,48500,27200,24732.0,1236.543,128.16,13000.0,24800.0,0,light pink
3422,Vatterott College-Oklahoma City,356.0,48500,27200,23334.0,1310.866,67.5,13000.0,24800.0,0,light pink
3423,L'Ecole Culinaire-St Louis,215.0,48500,27200,24567.0,1107.094,70.0,13000.0,24800.0,0,light pink
3424,Vatterott College-Appling Farms,307.0,48500,27200,24389.0,980.4433,38.94,13000.0,24800.0,0,light pink
3426,Vaughn College of Aeronautics and Technology,1605.0,30900,53000,34839.0,2725.222,4318.16,11000.0,51200.0,0,light pink
3427,Ventura College,11763.0,73700,30600,8849.0,1030.048,0.0,5500.0,33800.0,2,purple
3428,Moorpark College,13180.0,73700,30600,8631.0,612.0008,0.0,5238.0,38600.0,2,purple
3430,Vernon College,2560.0,53100,28300,11309.0,2074.9770000000003,3043.8,5500.0,31400.0,0,light pink
3431,Victor Valley College,9811.0,62600,25200,13622.0,1548.493,325.5,5500.0,27800.0,2,purple
3432,Victoria College,3516.0,65600,34700,12318.0,1176.535,357.72,5500.0,35300.0,2,purple
3433,Villanova University,6895.0,159900,78300,58519.0,488.2802,12290.49,23500.0,77900.0,3,dark purple
3434,Vincennes University,8256.0,68800,32600,16256.0,873.1359,706.53,8261.0,32800.0,2,purple
3435,Golf Academy of America-San Diego,168.0,36500,20200,29612.0,1784.771,1648.35,9500.0,24600.0,0,light pink
3436,Virginia College-Pensacola,384.0,36500,20200,21950.0,3343.513,641.69,9500.0,24600.0,0,light pink
3437,Virginia College-Birmingham,2711.0,36500,20200,20867.0,2900.474,1298.64,9500.0,24600.0,0,light pink
3438,Virginia College-Huntsville,597.0,36500,20200,21143.0,3213.5370000000003,648.48,9500.0,24600.0,0,light pink
3439,Golf Academy of America-Orlando,192.0,36500,20200,25987.0,1976.69,1503.99,9500.0,24600.0,0,light pink
3440,Golf Academy of America-Phoenix,154.0,36500,20200,25709.0,1862.647,1837.55,9500.0,24600.0,0,light pink
3441,Golf Academy of America-Myrtle Beach,251.0,36500,20200,25895.0,1519.964,1304.72,9500.0,24600.0,0,light pink
3442,Virginia College-Jackson,395.0,36500,20200,19960.0,3529.658,655.5,9500.0,24600.0,0,light pink
3443,Virginia College-Austin,569.0,36500,20200,21455.0,2731.63,764.61,9500.0,24600.0,0,light pink
3444,Virginia College-Mobile,575.0,36500,20200,22028.0,3344.7740000000003,1213.46,9500.0,24600.0,0,light pink
3445,Virginia College-Biloxi,381.0,36500,20200,20321.0,3609.188,1352.8,9500.0,24600.0,0,light pink
3446,Virginia College-Chattanooga,345.0,36500,20200,22455.0,3394.192,1222.95,9500.0,24600.0,0,light pink
3447,Virginia College-Montgomery,622.0,36500,20200,23037.0,3025.766,960.48,9500.0,24600.0,0,light pink
3448,Virginia College-Greenville,453.0,36500,20200,18444.0,3549.4,0.0,9500.0,24600.0,0,light pink
3449,Virginia College-Jacksonville,687.0,36500,20200,21591.0,3302.3520000000003,6270.09,9500.0,24600.0,0,light pink
3450,Virginia College-Charleston,414.0,36500,20200,20912.0,3664.25,1121.12,9500.0,24600.0,0,light pink
3451,Virginia College-Augusta,921.0,36500,20200,21275.0,3906.095,2260.8,9500.0,24600.0,0,light pink
3452,Virginia College-Columbia,589.0,36500,20200,22119.0,3627.996,1648.89,9500.0,24600.0,0,light pink
3453,Ecotech Institute,375.0,36500,20200,22026.0,2379.637,1023.0,9500.0,24600.0,0,light pink
3454,Virginia College-Baton Rouge,589.0,36500,20200,20336.0,3723.035,560.24,9500.0,24600.0,0,light pink
3455,Virginia College-Macon,433.0,36500,20200,21259.0,3762.005,1090.4,9500.0,24600.0,0,light pink
3456,Virginia College-Spartanburg,413.0,36500,20200,20477.0,3723.795,1108.26,9500.0,24600.0,0,light pink
3457,Virginia College-Richmond,446.0,36500,20200,22140.0,3671.146,1530.0,9500.0,24600.0,0,light pink
3458,Virginia College-Savannah,516.0,36500,20200,21212.0,3914.936,1250.28,9500.0,24600.0,0,light pink
3459,Virginia College-Columbus,741.0,36500,20200,21443.0,3888.176,1418.25,9500.0,24600.0,0,light pink
3460,Virginia College-Tulsa,39.0,36500,20200,21771.0,3828.246,901.44,9500.0,24600.0,0,light pink
3461,Virginia College-Knoxville,581.0,36500,20200,21075.0,3965.813,2118.76,9500.0,24600.0,0,light pink
3463,Golf Academy of America-Dallas,80.0,36500,20200,25981.0,1968.136,1512.5,9500.0,24600.0,0,light pink
3468,Virginia Commonwealth University,22280.0,90700,40200,27494.0,1161.656,2387.28,17750.0,44000.0,1,pink
3470,Virginia Military Institute,1700.0,116700,70800,25642.0,584.6923,6812.56,20500.0,65700.0,3,dark purple
3471,Virginia Polytechnic Institute and State University,24191.0,123300,62300,26165.0,697.5451,2905.16,21132.0,62500.0,3,dark purple
3472,Virginia State University,4481.0,52200,35900,20767.0,2894.833,1146.24,16250.0,35200.0,0,light pink
3473,Virginia Wesleyan University,1492.0,90400,40400,42600.0,1419.009,13377.91,14750.0,40700.0,1,pink
3474,Virginia Western Community College,5264.0,66800,28400,11025.0,1056.19,989.43,5500.0,30400.0,2,purple
3475,Viterbo University,2019.0,78200,38600,34310.0,1460.019,10661.42,20832.0,43200.0,1,pink
3476,Volunteer State Community College,6049.0,70800,29800,12283.0,1513.425,1834.24,3500.0,32000.0,2,purple
3477,Wabash College,923.0,100800,58200,46660.0,992.4128,18001.55,21000.0,56300.0,1,pink
3478,Wagner College,1813.0,114400,58000,51751.0,800.2467,19834.56,22000.0,56700.0,3,dark purple
3479,Wake Forest University,4861.0,191500,71500,60210.0,484.1377,15944.75,21000.0,63800.0,3,dark purple
3480,Wake Technical Community College,19942.0,78900,28600,13639.0,1271.875,378.4,5500.0,31000.0,2,purple
3481,Waldorf University,1356.0,70300,39300,31369.0,1721.46,6777.0,8535.0,37800.0,2,purple
3482,Walla Walla Community College,2561.0,62000,30100,12231.0,1281.743,688.8,7125.0,34300.0,2,purple
3483,Walla Walla University,1639.0,94100,39000,35351.0,1288.534,8919.12,19183.0,46400.0,1,pink
3484,Walsh University,2257.0,82700,42600,36976.0,1251.382,11219.15,20500.0,43500.0,1,pink
3485,Walters State Community College,4536.0,55300,26300,9865.0,1590.149,2082.84,3381.0,27500.0,0,light pink
3486,Warren County Community College,1740.0,78600,33400,12297.0,993.8139,164.48,5500.0,34800.0,2,purple
3487,Warren Wilson College,819.0,104100,23800,43000.0,1360.128,11083.8,12000.0,25600.0,1,pink
